"qseqid","sseqid","identity","coverage","evalue","length","mismatch","gapopen","gaps","qlen","qstart","qend","slen","sstart","send","contig_name","orf_num_in_contig","orf_start_pos","orf_end_pos","orf_direction","actual_start","actual_end","Tag","Type","Subtype","HMM.category","Mechanism.group","Mechanism.subgroup","Mechanism.subgroup2","SARG3.0_F","SARG3.0_L","SARG3.0_S"
"k141_117399_length_61679_cov_27.9903_43","YP_608499",97.1,100,3.01e-194,276,8,0,0,276,1,276,276,1,276,"k141_117399_length_61679_cov_27.9903",43,46669,47499,1,46670,47775,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_153739_length_59057_cov_17.5341_10","gb|WP_004707701.1|ARO:3006306|ADC-131",98.7,98.5,9.44e-283,383,5,0,0,389,7,389,383,1,383,"k141_153739_length_59057_cov_17.5341",10,14035,15204,1,14042,15593,"","beta_lactam","beta_lactam__ADC-68","ADC","Enzymatic inactivation","Class C beta-lactamase","","","",""
"k141_45707_length_56036_cov_42.2195_45","gi|485663835|ref|WP_001305258.1|",87.6,99.6,0,509,63,0,0,511,3,511,512,4,512,"k141_45707_length_56036_cov_42.2195",45,45766,47301,1,45769,47812,"multicomponent system","multidrug","multidrug__emrB","emrB","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_167376_length_55117_cov_37.9762_37","gb|AAC74000.1|ARO:3003950|msbA",88.5,100,0,582,67,0,0,582,1,582,582,1,582,"k141_167376_length_55117_cov_37.9762",37,44249,45997,-1,44250,46579,"","multidrug","multidrug__msbA","msbA","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_194279_length_38877_cov_22.1516_12","NC_011595.7058890.p01",92.9,100,4.12e-291,468,33,0,0,468,1,468,468,1,468,"k141_194279_length_38877_cov_22.1516",12,8584,9990,-1,8585,10458,"multicomponent system","multidrug","multidrug__OprM","OprM","Efflux pump","","","Yes","Yes","Yes"
"k141_194279_length_38877_cov_22.1516_14","gi|487980711|ref|WP_002053440.1|",100,100,1.33e-285,446,0,0,0,446,1,446,446,1,446,"k141_194279_length_38877_cov_22.1516",14,11998,13338,-1,11999,13784,"multicomponent system","macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macA","macA","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_169431_length_32026_cov_22.8438_19","gb|BAD89844.2|ARO:3000753|abeM",97.1,100,5.69e-304,448,13,0,0,448,1,448,448,1,448,"k141_169431_length_32026_cov_22.8438",19,22632,23978,1,22633,24426,"","multidrug","multidrug__abeM","abeM","Efflux pump","MATE transporter","","Yes","Yes","Yes"
"k141_93511_length_29083_cov_50.7485_12","NC_011595.7057907.p01",96.5,100,0,1031,36,0,0,1031,1,1031,1031,1,1031,"k141_93511_length_29083_cov_50.7485",12,12894,15989,1,12895,17020,"multicomponent system","multidrug","multidrug__MexB","MexB","Efflux pump","","","Yes","Yes","Yes"
"k141_28976_length_28906_cov_16.9911_20","gi|655279967|ref|WP_028689378.1|",99.9,100,0,1059,1,0,0,1059,1,1059,1059,1,1059,"k141_28976_length_28906_cov_16.9911",20,19236,22415,1,19237,23474,"multicomponent system","multidrug","multidrug__MexF","MexF","Efflux pump","","","Yes","Yes","Yes"
"k141_34923_length_25882_cov_114.1967_6","B2VGJ3",87.8,99.6,2.12e-174,271,33,0,0,272,1,271,273,1,271,"k141_34923_length_25882_cov_114.1967",6,4942,5760,1,4943,6031,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_37080_length_20432_cov_14.8759_5","NC_010410.6003262.p01",99.8,100,0,507,1,0,0,507,1,507,507,1,507,"k141_37080_length_20432_cov_14.8759",5,3583,5106,1,3584,5613,"multicomponent system","multidrug","multidrug__emrB","emrB","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_17974_length_19984_cov_18.5843_9","gi|1011729993|ref|WP_062573631.1|",98.7,100,0,1042,14,0,0,1042,1,1042,1042,1,1042,"k141_17974_length_19984_cov_18.5843",9,6827,9955,1,6828,10997,"multicomponent system","multidrug","multidrug__MexD","MexD","Efflux pump","","","Yes","Yes","Yes"
"k141_17974_length_19984_cov_18.5843_10","gi|496339860|ref|WP_009049038.1|",80.3,98.9,3.77e-244,463,90,1,1,467,3,464,474,1,463,"k141_17974_length_19984_cov_18.5843",10,9955,11358,1,9958,11822,"multicomponent system","multidrug","multidrug__OprJ","OprJ","Efflux pump","","","Yes","Yes","Yes"
"k141_183417_length_18571_cov_23.5717_10","B2VGJ3",89,100,6.77e-171,272,30,0,0,272,1,272,273,1,272,"k141_183417_length_18571_cov_23.5717",10,8871,9689,1,8872,9961,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_106498_length_13366_cov_102.0032_6","gi|955473785|ref|WP_058101257.1|",85.7,99.6,0,509,73,0,0,511,3,511,512,4,512,"k141_106498_length_13366_cov_102.0032",6,5128,6663,1,5131,7174,"multicomponent system","multidrug","multidrug__emrB","emrB","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_71966_length_10302_cov_52.0000_3","WP_000345069.1",98.8,100,6.79000000021423e-314,434,5,0,0,434,1,434,434,1,434,"k141_71966_length_10302_cov_52.0000",3,1565,2869,-1,1566,3303,"","quinolone","quinolone__Acinetobacter baumannii AbaQ","Acinetobacter baumannii AbaQ","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_93793_length_7459_cov_102.1371_3","gb|AAP43110.2|ARO:3003923|oqxB",89.8,99.4,0,1045,107,0,0,1051,1,1045,1050,1,1045,"k141_93793_length_7459_cov_102.1371",3,2050,5205,-1,2051,6250,"multicomponent system","multidrug","multidrug__oqxB","oqxB","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_161001_length_5056_cov_6.0000_3","KF297584.1.gene1.p01",98.9,93.2,2.19e-199,276,3,0,0,296,21,296,276,1,276,"k141_161001_length_5056_cov_6.0000",3,1603,2493,1,1624,2789,"","beta_lactam","beta_lactam__OXA-355","OXA","Enzymatic inactivation","Class D beta-lactamase","","Yes","Yes","Yes"
"k141_169800_length_4131_cov_7.0000_2","gi|587794836|gb|EXA87379.1|",93.2,100,1.9e-288,443,30,0,0,443,1,443,443,1,443,"k141_169800_length_4131_cov_7.0000",2,475,1806,-1,476,2249,"multicomponent system","multidrug","multidrug__tolC","tolC","Efflux pump","","","Yes","Yes","Yes"
"k141_76059_length_3523_cov_99.2596_3","NC_011586.7045443.p01",82.2,96.7,2.07e-225,410,73,0,0,424,1,410,416,1,410,"k141_76059_length_3523_cov_99.2596",3,1380,2654,1,1381,3064,"multicomponent system","multidrug","multidrug__adeI","adeI","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_179116_length_1795_cov_5.0000_2","gi|491209910|ref|WP_005068241.1|",99.2,100,5.21e-261,382,3,0,0,382,1,382,406,25,406,"k141_179116_length_1795_cov_5.0000",2,507,1655,-1,508,2037,"multicomponent system","multidrug","multidrug__MexE","MexE","Efflux pump","","","Yes","Yes","Yes"
"k141_17095_length_113987_cov_1387.5064_40","NC_011586.7045443.p01",82.2,96.7,2.07e-225,410,73,0,0,424,1,410,416,1,410,"k141_17095_length_113987_cov_1387.5064",40,36960,38234,1,36961,38644,"multicomponent system","multidrug","multidrug__adeI","adeI","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_69337_length_71354_cov_21.9881_44","gi|487980711|ref|WP_002053440.1|",100,100,1.33e-285,446,0,0,0,446,1,446,446,1,446,"k141_69337_length_71354_cov_21.9881",44,44387,45727,1,44388,46173,"multicomponent system","macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macA","macA","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_69337_length_71354_cov_21.9881_46","NC_011595.7058890.p01",92.9,100,4.12e-291,468,33,0,0,468,1,468,468,1,468,"k141_69337_length_71354_cov_21.9881",46,47735,49141,1,47736,49609,"multicomponent system","multidrug","multidrug__OprM","OprM","Efflux pump","","","Yes","Yes","Yes"
"k141_20339_length_55204_cov_18.9256_37","NC_011586.7045443.p01",98.1,100,1.35e-272,416,8,0,0,416,1,416,416,1,416,"k141_20339_length_55204_cov_18.9256",37,39991,41241,1,39992,41657,"multicomponent system","multidrug","multidrug__adeI","adeI","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_53363_length_50864_cov_15.0000_38","YP_001174764",93.2,100,4.46e-253,385,26,0,0,385,1,385,394,10,394,"k141_53363_length_50864_cov_15.0000",38,33683,34840,1,33684,35225,"","multidrug","multidrug__emrD","emrD","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_36366_length_48710_cov_16.9944_36","gb|BAD89844.2|ARO:3000753|abeM",97.1,100,5.69e-304,448,13,0,0,448,1,448,448,1,448,"k141_36366_length_48710_cov_16.9944",36,39316,40662,1,39317,41110,"","multidrug","multidrug__abeM","abeM","Efflux pump","MATE transporter","","Yes","Yes","Yes"
"k141_64453_length_30176_cov_26.0000_14","gb|AAC75314.1|ARO:3003578|pmrF",85.4,96.3,5.58e-196,315,46,0,0,327,1,315,322,1,315,"k141_64453_length_30176_cov_26.0000",14,12666,13649,1,12667,13964,"","polymyxin","polymyxin__pmrF","pmrF","Antibiotic target alteration","","","Yes","Yes","Yes"
"k141_18241_length_29054_cov_18.0000_18","AAM11666",99.7,100,5.43e-284,381,1,0,0,381,1,381,381,1,381,"k141_18241_length_29054_cov_18.0000",18,13805,14950,-1,13806,15331,"","beta_lactam","beta_lactam__ACT-29","ACT","Enzymatic inactivation","Class C beta-lactamase","","Yes","Yes","Yes"
"k141_9121_length_25191_cov_17.9884_19","gi|587794836|gb|EXA87379.1|",96.6,98.9,5.86e-298,443,15,0,0,448,6,448,443,1,443,"k141_9121_length_25191_cov_17.9884",19,17172,18518,-1,17178,18966,"multicomponent system","multidrug","multidrug__tolC","tolC","Efflux pump","","","Yes","Yes","Yes"
"k141_20143_length_23662_cov_12.8954_17","NC_011595.7057907.p01",96.5,100,0,1031,36,0,0,1031,1,1031,1031,1,1031,"k141_20143_length_23662_cov_12.8954",17,18939,22034,1,18940,23065,"multicomponent system","multidrug","multidrug__MexB","MexB","Efflux pump","","","Yes","Yes","Yes"
"k141_44807_length_20720_cov_10.0000_23","gi|446988854|ref|WP_001066110.1|",97.3,100,8.18e-259,400,11,0,0,400,1,400,400,1,400,"k141_44807_length_20720_cov_10.0000",23,18682,19884,-1,18683,20284,"","multidrug","multidrug__Other_major_facilitator_superfamily_transporter","Other_major_facilitator_superfamily_transporter","Efflux pump","","","Yes","Yes","Yes"
"k141_43272_length_17429_cov_9.0000_6","gi|896190680|ref|WP_049199932.1|",80.7,99.3,3.74e-306,554,107,0,0,558,1,554,563,1,554,"k141_43272_length_17429_cov_9.0000",6,7170,8846,1,7171,9400,"two-component system","polymyxin","polymyxin__rosB","rosB","Efflux pump","","","Yes","Yes","Yes"
"k141_8117_length_17164_cov_12.0000_3","gi|754966096|ref|WP_042322011.1|",100,100,0,492,0,0,0,492,1,492,492,1,492,"k141_8117_length_17164_cov_12.0000",3,1029,2507,1,1030,2999,"multicomponent system","multidrug","multidrug__tolC","tolC","Efflux pump","","","Yes","Yes","Yes"
"k141_25891_length_16675_cov_11.9704_12","A1AFX9",95.2,100,1.77e-180,273,13,0,0,273,1,273,273,1,273,"k141_25891_length_16675_cov_11.9704",12,12062,12883,1,12063,13156,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_67110_length_16344_cov_10.0000_12","gb|ACQ82816.1|ARO:3004577|Acinetobacter",96.5,100,0,492,17,0,0,492,1,492,492,1,492,"k141_67110_length_16344_cov_10.0000",12,10747,12225,1,10748,12717,"","multidrug","multidrug__Acinetobacter baumannii AmvA","Acinetobacter baumannii AmvA","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_28743_length_14148_cov_11.0000_8","gi|485663835|ref|WP_001305258.1|",86.6,99.6,0,509,68,0,0,511,3,511,512,4,512,"k141_28743_length_14148_cov_11.0000",8,8827,10362,-1,8830,10873,"multicomponent system","multidrug","multidrug__emrB","emrB","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_20212_length_13814_cov_22.0000_6","gi|447196024|ref|WP_001273280.1|",87.8,100,0,1037,127,0,0,1037,1,1037,1037,1,1037,"k141_20212_length_13814_cov_22.0000",6,5486,8599,-1,5487,9636,"multicomponent system","multidrug","multidrug__acrF","acrF","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_37919_length_13213_cov_11.0000_5","gi|498120214|ref|WP_010434370.1|",98.2,100,4.5e-267,390,7,0,0,390,1,390,390,1,390,"k141_37919_length_13213_cov_11.0000",5,4228,5400,1,4229,5790,"multicomponent system","multidrug","multidrug__emrA","emrA","Efflux pump","","","Yes","Yes","Yes"
"k141_37919_length_13213_cov_11.0000_6","gi|917770481|ref|WP_052284485.1|",95.1,99.2,0,511,25,0,0,515,5,515,512,2,512,"k141_37919_length_13213_cov_11.0000",6,5417,6964,1,5422,7479,"multicomponent system","multidrug","multidrug__emrB","emrB","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_75787_length_12445_cov_10.0000_7","ABR13270",95.2,100,4.78e-261,397,19,0,0,397,1,397,397,1,397,"k141_75787_length_12445_cov_10.0000",7,5953,7146,1,5954,7543,"multicomponent system","multidrug","multidrug__Enterobacter cloacae acrA","Enterobacter cloacae acrA","Efflux pump","","","Yes","Yes","Yes"
"k141_75787_length_12445_cov_10.0000_8","BAC77251",81.8,99.8,0,1046,189,1,1,1048,1,1046,1051,1,1045,"k141_75787_length_12445_cov_10.0000",8,7169,10315,1,7170,11361,"multicomponent system","multidrug","multidrug__sdeY","sdeY","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_71410_length_11917_cov_14.0000_8","gi|1016944108|ref|WP_063145594.1|",80.1,94.5,8.39e-249,462,92,0,0,489,1,462,493,1,462,"k141_71410_length_11917_cov_14.0000",8,5688,7157,-1,5689,7619,"multicomponent system","multidrug","multidrug__tolC","tolC","Efflux pump","","","Yes","Yes","Yes"
"k141_26942_length_11814_cov_65.8289_3","gb|AAC74000.1|ARO:3003950|msbA",87.1,100,0,582,75,0,0,582,1,582,582,1,582,"k141_26942_length_11814_cov_65.8289",3,2913,4661,1,2914,5243,"","multidrug","multidrug__msbA","msbA","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_4616_length_10207_cov_212.3615_3","B2VGJ3",87.8,99.6,2.12e-174,271,33,0,0,272,1,271,273,1,271,"k141_4616_length_10207_cov_212.3615",3,1707,2525,-1,1708,2796,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_15461_length_9921_cov_178.3366_7","gi|955473785|ref|WP_058101257.1|",85.7,99.6,0,509,73,0,0,511,3,511,512,4,512,"k141_15461_length_9921_cov_178.3366",7,7177,8712,1,7180,9223,"multicomponent system","multidrug","multidrug__emrB","emrB","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_2601_length_9499_cov_12.9705_2","NC_010410.6003262.p01",99.8,100,0,507,1,0,0,507,1,507,507,1,507,"k141_2601_length_9499_cov_12.9705",2,2846,4369,-1,2847,4876,"multicomponent system","multidrug","multidrug__emrB","emrB","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_17302_length_9475_cov_11.0000_6","gb|WP_004707701.1|ARO:3006306|ADC-131",98.7,98.5,9.44e-283,383,5,0,0,389,7,389,383,1,383,"k141_17302_length_9475_cov_11.0000",6,6369,7538,1,6376,7927,"","beta_lactam","beta_lactam__ADC-68","ADC","Enzymatic inactivation","Class C beta-lactamase","","","",""
"k141_28124_length_9003_cov_11.0000_6","B2VGJ3",87.5,100,1.17e-171,272,34,0,0,272,1,272,273,1,272,"k141_28124_length_9003_cov_11.0000",6,7452,8270,-1,7453,8542,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_72773_length_8992_cov_11.0000_5","gi|515963239|ref|WP_017393822.1|",100,100,1.74e-279,406,0,0,0,406,1,406,406,1,406,"k141_72773_length_8992_cov_11.0000",5,3155,4375,1,3156,4781,"multicomponent system","multidrug","multidrug__MexE","MexE","Efflux pump","","","Yes","Yes","Yes"
"k141_72773_length_8992_cov_11.0000_6","gb|CAJ77856.1|ARO:3000777|adeF",99.6,100,0,1059,4,0,0,1059,1,1059,1059,1,1059,"k141_72773_length_8992_cov_11.0000",6,4382,7561,1,4383,8620,"multicomponent system","multidrug","multidrug__adeF","adeF","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_5990_length_7638_cov_143.5700_2","gb|AAC74000.1|ARO:3003950|msbA",87.6,100,0,582,72,0,0,582,1,582,582,1,582,"k141_5990_length_7638_cov_143.5700",2,402,2150,1,403,2732,"","multidrug","multidrug__msbA","msbA","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_64024_length_7286_cov_9.5265_2","WP_000345069.1",98.8,100,6.79000000021423e-314,434,5,0,0,434,1,434,434,1,434,"k141_64024_length_7286_cov_9.5265",2,665,1969,1,666,2403,"","quinolone","quinolone__Acinetobacter baumannii AbaQ","Acinetobacter baumannii AbaQ","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_64489_length_7015_cov_9.0000_3","gb|AAC75271.1|ARO:3003952|yojI",89.4,100,0,547,58,0,0,547,1,547,547,1,547,"k141_64489_length_7015_cov_9.0000",3,2306,3949,-1,2307,4496,"","other_peptide_antibiotics","other_peptide_antibiotics__microcin efflux pumu gene yojI","microcin efflux pumu gene yojI","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_13543_length_5535_cov_8.0000_2","gb|AAC75089.1|ARO:3003577|ugd",83.5,100,5.38e-235,388,64,0,0,388,1,388,388,1,388,"k141_13543_length_5535_cov_8.0000",2,1067,2233,1,1068,2621,"","polymyxin","polymyxin__ugd","ugd","Antibiotic target alteration","","","Yes","Yes","Yes"
"k141_63311_length_4557_cov_7.0000_5","gi|493172512|ref|WP_006174654.1|",99.8,100,8.75e-287,402,1,0,0,402,1,402,402,1,402,"k141_63311_length_4557_cov_7.0000",5,2609,3817,-1,2610,4219,"","multidrug","multidrug__mdtH","mdtH","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_1031_length_3838_cov_8.0000_2","gi|555211913|gb|ESN54240.1|",95.8,98.7,8.28000000000231e-312,451,19,0,0,457,7,457,453,3,453,"k141_1031_length_3838_cov_8.0000",2,129,1502,-1,136,1959,"","multidrug","multidrug__mdtK","mdtK","Efflux pump","MATE transporter","","Yes","Yes","Yes"
"k141_39797_length_3704_cov_13.0000_2","gi|896190680|ref|WP_049199932.1|",81,100,2.65e-307,563,106,1,1,562,1,562,563,1,563,"k141_39797_length_3704_cov_13.0000",2,312,2000,-1,313,2562,"two-component system","polymyxin","polymyxin__rosB","rosB","Efflux pump","","","Yes","Yes","Yes"
"k141_28204_length_3398_cov_11.0000_3","NC_010410.6003348.p01",99.1,100,1.28e-68,109,1,0,0,109,1,109,109,1,109,"k141_28204_length_3398_cov_11.0000",3,1608,1937,1,1609,2046,"","multidrug","multidrug__abeS","abeS","Efflux pump","SMR family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_8255_length_2992_cov_14.0000_1","gb|AML99881.1|ARO:3001327|mdtK",87,96.5,2.46e-299,463,60,0,0,480,1,463,474,12,474,"k141_8255_length_2992_cov_14.0000",1,250,1692,1,251,2155,"","multidrug","multidrug__mdtK","mdtK","Efflux pump","MATE transporter","","Yes","Yes","Yes"
"k141_30047_length_2353_cov_8.0000_2","gi|779866092|ref|WP_045354443.1|",96.2,100,1.74e-243,371,14,0,0,371,1,371,371,1,371,"k141_30047_length_2353_cov_8.0000",2,301,1416,1,302,1787,"multicomponent system","macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macA","macA","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_29609_length_1818_cov_9.0000_2","YP_001749617",93.1,100,5.97e-185,276,19,0,0,276,1,276,276,1,276,"k141_29609_length_1818_cov_9.0000",2,371,1201,1,372,1477,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_32693_length_1061_cov_5.0000_2","ZP_04210257",100,100,1.62e-39,71,0,0,0,71,1,71,265,195,265,"k141_32693_length_1061_cov_5.0000",2,309,524,-1,310,595,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_78714_length_39649_cov_46.1408_33","gb|AAL55262.1|ARO:3004766|CGA-1",80.3,100,9.27e-170,294,56,1,2,294,1,294,292,1,292,"k141_78714_length_39649_cov_46.1408",33,31214,32098,1,31215,32392,"","beta_lactam","beta_lactam__CGA-1","CGA-1","Enzymatic inactivation","Class A beta-lactamase","","Yes","Yes","Yes"
"k141_191441_length_39632_cov_29.0071_32","YP_002552549",81.1,100,1.48e-159,275,51,1,1,275,1,275,274,1,274,"k141_191441_length_39632_cov_29.0071",32,32815,33642,-1,32816,33917,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_10409_length_39187_cov_39.8613_32","B2VGJ3",87.8,99.6,2.12e-174,271,33,0,0,272,1,271,273,1,271,"k141_10409_length_39187_cov_39.8613",32,33775,34593,-1,33776,34864,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_166446_length_29549_cov_41.4887_18","gi|955473785|ref|WP_058101257.1|",85.9,99.6,0,509,72,0,0,511,3,511,512,4,512,"k141_166446_length_29549_cov_41.4887",18,16024,17559,1,16027,18070,"multicomponent system","multidrug","multidrug__emrB","emrB","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
